pair_id,value
1.0,0.9329453119898851
2.0,0.8547088990113203
3.0,0.49785261750851667
4.0,0.7794138199842505
5.0,0.6642961300186414
6.0,0.8555366428313136
7.0,0.45076083150811025
8.0,0.7589102867476372
9.0,0.5821381396620748
10.0,0.30050194139737685
11.0,0.46235785533588925
12.0,0.4037055281883001
13.0,0.5898278767672724
14.0,0.2604995775841293
15.0,0.33110351815035677
16.0,0.7794138199842505
17.0,0.31295738714613924
18.0,0.2819077138907428
19.0,0.9451445412389355
20.0,0.20433385744747984
21.0,0.46194712587239595
22.0,0.26717690118925885
23.0,0.8515626196116539
24.0,0.556801281816923
25.0,0.25430080264215316
26.0,0.43176294646746166
27.0,0.5063291804401782
28.0,0.22381104414668523
29.0,0.6854804581998878
30.0,0.4224135316969475
31.0,0.2595988533950344
32.0,0.6893229151306739
33.0,0.8407039518231182
34.0,0.6284901812352784
35.0,0.8634086270177448
36.0,0.2430639659531433
37.0,0.43176294646746166
38.0,0.556801281816923
39.0,0.900558870143143
40.0,0.8407039518231182
41.0,0.7356312390432871
42.0,0.8848623152574051
43.0,0.9851617889815324
44.0,0.29580306876367807
45.0,0.5108637833257678
46.0,0.17490936029954704
47.0,0.8515626196116539
48.0,0.5339438569619247
49.0,0.5318158681300235
50.0,0.42384113401769036
51.0,0.6150048739222126
52.0,0.7501489610615764
53.0,0.6625656174856089
54.0,0.6893229151306739
55.0,0.5338366099547479
56.0,0.1950442959550264
57.0,0.7500580643974191
58.0,0.5710198159565631
59.0,0.614858062457881
60.0,0.5337381700748209
61.0,0.6284901812352784
62.0,0.7589102867476372
63.0,0.3911104054983586
64.0,0.6010127167483696
65.0,0.6027412666469891
66.0,0.3687539952204012
67.0,0.6625656174856089
68.0,0.28812257671401426
69.0,0.7627116249738799
70.0,0.2581049547528888
71.0,0.13847372072115888
72.0,0.6920083846458995
73.0,0.31295738714613924
74.0,0.2430639659531433
75.0,0.951326563652752
76.0,0.6920083846458995
77.0,0.9938098144191334
78.0,0.9938098144191334
79.0,0.48971646822167003
80.0,0.6789901535085179
81.0,0.908281442309914
82.0,0.169029557135817
83.0,0.6302956534380553
84.0,0.8641068499572135
85.0,0.6789901535085179
86.0,0.28812257671401426
87.0,0.32924701035228016
88.0,0.8020825727102185
89.0,0.8330537767105064
90.0,0.3920234139873429
91.0,0.951326563652752
92.0,0.8555366428313136
93.0,0.6150048739222126
94.0,0.3339813835844434
95.0,0.8848623152574051
96.0,0.41254076326360994
97.0,0.2383088935469326
98.0,0.5470402260270976
99.0,0.9851617889815324
100.0,0.3349422918391683
101.0,0.674067029899753
102.0,0.7116657157431985
103.0,0.3705789323417803
104.0,0.4806236306292965
105.0,0.4650720912177273
106.0,0.5052458407694469
107.0,0.10835505513958885
108.0,0.3859585882660907
109.0,0.8760993786064859
110.0,0.5022392094849929
111.0,0.40271149925970984
112.0,0.4005353156069512
113.0,0.5782430385508823
114.0,0.5469986528799422
115.0,0.44633895192612294
116.0,0.79593293491018
117.0,0.8825225577204453
118.0,0.5111627482451802
119.0,0.2918893857607833
120.0,0.38769628458734434
121.0,0.6007212324612042
122.0,0.29577208263673577
123.0,0.8760993786064859
124.0,0.4168596015769168
125.0,0.5052458407694469
126.0,0.264547409537644
127.0,0.41266577243124913
128.0,0.4862410711789337
129.0,0.8311049302958593
130.0,0.394232419920075
131.0,0.7055822513884753
132.0,0.4023248037071312
133.0,0.8291407720688139
134.0,0.3420515348938687
135.0,0.6845653215723849
136.0,0.5022392094849929
137.0,0.4568705961758034
138.0,0.44633895192612294
139.0,0.507023260970689
140.0,0.507023260970689
141.0,0.5140577839882202
142.0,0.3373272080918288
143.0,0.79593293491018
144.0,0.34822691643324394
145.0,0.7292297130044125
146.0,0.5469986528799422
147.0,0.6694154921584146
148.0,0.3373272080918288
149.0,0.3695776073702918
150.0,0.4315715392008519
151.0,0.4707850626265125
152.0,0.1881545125021161
153.0,0.5945638692857805
154.0,0.9885469403366551
155.0,0.16781965985615385
156.0,0.21562145616093667
157.0,0.6956674229869307
158.0,0.28489911562799114
159.0,0.445710195770534
160.0,0.38769628458734434
161.0,0.20114725940296946
162.0,0.4339465145838751
163.0,0.48263036264240866
164.0,0.4456323410643882
165.0,0.7055822513884753
166.0,0.4650720912177273
167.0,0.363612326331754
168.0,0.7772979565158892
169.0,0.3914076413724181
170.0,0.4806236306292965
171.0,0.3420515348938687
172.0,0.2785983953942222
173.0,0.8311049302958593
174.0,0.3887350500505898
175.0,0.6007212324612042
176.0,0.4339465145838751
177.0,0.24986435425398734
178.0,0.5853114956637135
179.0,0.3075967839236947
180.0,0.8635347812598455
181.0,0.41266577243124913
182.0,0.8825225577204453
183.0,0.26734633713461825
184.0,0.9885469403366551
185.0,0.7483951988379245
186.0,0.19779763981461462
187.0,0.18550495485381086
188.0,0.46704724469234216
189.0,0.6845653215723849
190.0,0.5945638692857805
191.0,0.6677098219390113
192.0,0.7910964204281866
193.0,0.41141256095532497
194.0,0.4192522643236232
195.0,0.4168596015769168
196.0,0.5854724793494392
197.0,0.3888559299225054
